text,label
Arkadaşımın geç kalması.,kızgın
Ben hala yatmadan önce ballı süt içiyorum sen bana çocukça davranma diyorsun mal mısın?,kızgın
Ailemin evde sadece benim hatalarımı görmesi.,kızgın
Ağabeyim kendisine ihtiyacım olduğunda Vaktim yok dediğinde çok öfkelendim.,kızgın
Arkadaşlarımın sırrımı başkasına anlatması.,kızgın
İftira atıldığında ve özgürlüğüm kısıtlandığında.,kızgın
İnsanların yalan söylemesi karşısında öfkelenirim.,kızgın
okulumdaki dolapların bana ait olanı açılmadığında çok sinirlenmiştim.,kızgın
şu parayı uzatır mısın dediğimde uzatmadı. Çok kızdım.,kızgın
Karşımdaki kişinin konuşulan konu hakkında bilip bilmeden konuşması.,kızgın
"Şu 'Kore dizisi ne ya' diyen insanlara sinir oluyorum Türk dizisi, hint dizisi nasıl oluyorsa Kore dizisi de öyle oluyor neden anlamak istemiyorsun",kızgın
işlerim yolunda gitmediği an çok sinirlenirim.,kızgın
Trafikte aklını kullanmayan insanlar olduğunda çok öfkeleniyorum.,kızgın
Yanlış anlaşıldığım ya da konuşmama izin verilmedi zaman.,kızgın
ev arkadaşımın projemin üstüne kahve dökmesi beni çok öfkelendirdi,kızgın
Küfür etmek istemiyorum ama amına koyayım,kızgın
İnsanların davranışlarına genellikle öfkelenirim ama belli etmem.,kızgın
ailem ya da arkadaşlarım beni anlamadığında çok öfkeleniyorum. haksız yere biri beni suçladığında çok öfkelenirim.,kızgın
"el şakaları bana göre değil, kafam atar.",kızgın
Emrivaki yapılmasına sinirlenirim.,kızgın
Öğretmenlerin sınavda çıkmayacak dediği soruların çıkması.,kızgın
insanların kendilerini övmelerini sevmiyorum.,kızgın
Argo konuşan insanlardan.,kızgın
otobüsde hırsızlığa uğradığımda çok sinirlenmiştim.,kızgın
Güvendiğim bir kişinin ihanetine uğradığım zaman.,kızgın
yalan söylenmesinden nefret ederim.,kızgın
Doğrusunu bildiğim halde yanlış cevap verdiğim zaman.,kızgın
Spor kıyafetlerim olduğu halde dersim olmadığı için salondan çıkarıldığımda.,kızgın
Arkadaşımın bana tokat atmasına çok öfkelendim.,kızgın
Fotokopi çektirdiğim zaman yüksek bir fiyat ödemek.,kızgın
Birileri ile karşılaştırılmak bir de istediğim bir şey alınmamıştı.,kızgın
Uyandırılmak.,kızgın
evlendikten sonra her ne kadar mutlu da olsam eşimin yaptığı anlayışsız umursamaz tavırları beni zaman çok öfkelendirir.,kızgın
İnsanlar umursamaz ve sorumsuzca davrandıklarında öfkeleniyorum,kızgın
Birisinin bir şeyi yapmadığım halde yaptığımı söylemesi.,kızgın
"""Galataray'ın"" ""Kadıköy'de"" kupa almasına çok öfkelendim.",kızgın
Bazı insanların hadsiz olması.,kızgın
Anlaşamadığım iş arkadaşlarımla aynı odayı paylaşmak.,kızgın
Benim taklidimin abartılı şekilde yapılması çok öfkelendirir beni.,kızgın
Haksızlığa uğradığımda çok öfkelenirim.,kızgın
Benim olan bir şeyin çalınması.,kızgın
ders anlatırken başka dersle ilgilenen öğrencilere öfkeleniyorum,kızgın
Benimle dalga geçildiğini fark ettiğim zaman.,kızgın
En yakın arkadaşım düşmanımla yakın olarak beni sinir etmişti.,kızgın
İş yerindeki oda arkadaşımın insanlarla kurduğu iletişimde haddini aşan laubali şekilde konuşmasından rahatsız oluyorum.,kızgın
İş hayatımda müşterilerin çok aceleci davranmalarına sinir oluyorum.,kızgın
Aileme verilebilecek haksız zararlar,kızgın
Hoca bizi sınıfa toplayıp dayak attığında kalkıp bir tane de ben vuramadığım için öfkelendim.,kızgın
haksızlığa uğradığımda öfkeleniyorum,kızgın
karaktersiz insanlarla işim olmadığından bir daha görüşmem..,kızgın
İnsanlar ile dalga geçildiğinde.,kızgın
İnanılmaz agresif hissediyorum boş ve manasız bir öfke var içimde bulamıyorum sebebini yaşayıp geçirmiş olan dm,kızgın
Yapacağım şeyin sürekli söylenmesi.,kızgın
Yok arkadaş uyandıramıyorum delireceğim,kızgın
aynı şeyin defalarca sorulmasından nefret ederim.,kızgın
Gereksiz eşek şakaları.,kızgın
Eşimin ailesinin hayatıma müdahale etmesine çok öfkelendim,kızgın
En yakın arkadaşımın son zamanlarda bana zaman ayırmaması öfkelendiriyor.,kızgın
Trafikte bencil davranan şoförleri.,kızgın
Kaleme uç takarken ucun sürekli kırılmasına.,kızgın
Trafik kurallarına uymayan birisini gördüğümde.,kızgın
Tuvaletimi yaptıktan sonra tuvalet kağıdının olmaması.,kızgın
Birisini haksızlık yapıldığında çok kızarım.,kızgın
insan bazen düşünüyor nasıl bu kadar yüzsüz olabiliyorlar diye de bir cevap bulamıyorum.,kızgın
eşyalarım izinsiz kullanıldığında,kızgın
Haksızlığa uğradığımda ve benden bir şeyler saklandığında çok sinirlenirim.,kızgın
Arkamdan konuşulması.,kızgın
galatasaray fenerbahçe'ye yenildiğinde çok öfkelendim.,kızgın
Karşımdaki kişinin vurdumduymazlığı beni çok öfkelendirir.,kızgın
Fenerbahçe maçı kazanınca çok öfkelendim.,kızgın
Saçma sapan şakalar yapılması.,kızgın
Hayvanlara eziyet edildiğini görmek.,kızgın
sevgilisi için arkadaşlarını satan insanlardan ve bana yalan söyleyen kardeşimden.,kızgın
Kötü oyun oynadığım zaman kendime kızıyorum.,kızgın
arkamdan konuşan insanlar beni çıldırtır.,kızgın
Hakkımı ya da başkasının hakkı yenince öfkelenirim.,kızgın
Arkadaşımın benim zekamla dalga geçtiğini fark ettiğimde çok öfkelendim.,kızgın
"Beyin bedava iken, gerizekalı olmak ciddi bir yetenek işidir...",kızgın
Kurum amirinin kapıyı sessizce açıp kaba bir şekilde napıyorsun demesine sinir oluyorum. Aslında amacı ben odadamıyım değil miyim diye kontrol etmek sanki biz ilkokul çocuğuyuz,kızgın
biri bana yalan söylediği an sinirlenirim.,kızgın
Dizilerde içki görüntüsünu bulanıklaştıran RTÜK sizin beyniniz bulanmış gece gece sinirlendim yine,kızgın
birine herhangi bir haksızlık yapılırsa benim yanımda çok öfkelenirim.,kızgın
Mutfakta bulaşık olmasından hoşlanmıyorum.,kızgın
Düşüncesiz konuşmalar ve eleştirilere öfkeleniyorum.,kızgın
Birbirleri hakkında konuşan insanlara.,kızgın
Oda arkadaşımın dağınıklığından bıktım.,kızgın
Öğretmenlerin sözlülere düşük not vermesi.,kızgın
Sevgilimi bir yerde başka bir erkek ile gördüğüm zaman.,kızgın
Susmasam kendi sesimde delireceğim.,kızgın
Birisiyle paylaştığım bir olayın başkalarına söylenmesine ve yalan söylenmesine kızarım.,kızgın
Uslu kız olayım derken sinir küpü oldum.,kızgın
Beni şu ana kadar Dostoyevski ile tanıştırmayan herkese kızgınım,kızgın
ben uyurken beni uyandıranlara öfkeyle karşılık veririm.,kızgın
Verdikleri sözleri unutan sorumsuz insanlara kızıyorum.,kızgın
beşiktaş'ta kapkaça uğradığımda çok sinirlendim.,kızgın
Bundan sonra birine şerefsiz diye hitap etmek yerine Mnet diye bağıracağım nasılsa aynı şey.,kızgın
Götümün kenarındaki triplere bak. Sanki atomu parçaladı gerizekalı,kızgın
Pazartesilerden ve diyetlerden nefret ediyorum acaba ben Garfield olabilir miyim,kızgın
Haksız yere suçlandığımda.,kızgın
Ak parti başa geldiğinde.,kızgın
Ben görüşlerimi ifade ederken sözümün kesilmesi.,kızgın
arkadaşımın yalan söylemesi beni delirtir.,kızgın
Hakkımın yenmesine.,kızgın
Yürürken ya da parkta kızlara laf atılması beni öfkelendirir.,kızgın
arkadaşım sinema için söz verip ektiğinde çok öfkelenmiştim,kızgın
Öğretmenin gereksiz yere çıkış yapması.,kızgın
Bana yalan söylendiğinde.,kızgın
ya derse yine gidemedim delireceğim ya,kızgın
"Terörden beslenen, övünen ve geçinen, destek veren, destek alan, yanında duran göz yuman kim varsa Allah belasını versin",kızgın
Çalışırken makyaj yapmama laf eden birine çok sinirlendim.,kızgın
Kardeşimin saçma hareketlerini hiç sevmiyorum,kızgın
Geceleri gürültü yapan komşularımıza sinirleniyorum.,kızgın
Karşımdakinin beni salak duruma sokması.,kızgın
bir konuda haksızlığa uğramıştım ve bundan dolayı çok öfkelenmiştim.,kızgın
Bilerek beni sinir ettiklerinde ve aç olduğumda öfkeli olurum.,kızgın
"deneme sınavlarından, deneme sınavlarından sonra gelen nasıl geçti sorusundan ama en çok senden nefret ediyorum",kızgın
İnsanlara ve çevreye zarar veren insanlar.,kızgın
Bana haksızlık yapıldığında ve sevmediğim birisiyle kavga edince öfkelenirim.,kızgın
Sinir oluyorum kendime. Yine kötü olan herşeyi unuttum.,kızgın
Aşırı ağzı gevşekleri hatırladım şu an çok sinirlendim,kızgın
Git gide tahammülsüz bir insan oluyorum sürekli sinirliyim galiba ruh hastası oluyorum yavaştan,kızgın
Odamı dağınık bulduğumda öfkelenirim.,kızgın
Anlatmaya çalıştıkça karşımdakinin inatla anlamaması.,kızgın
kolumdan ısırıldığında,kızgın
Yalan söylenmesine.,kızgın
Kamusal alanlarda arkadan gelen insanı düşünmeden davranan insanlardan.,kızgın
İftira atılırsa.,kızgın
Bu sezon Cüneyt Çakır Hasan Ali'nin taçtan çevirdiği topta taçı 6 hakemin hiçbiri vermediğinde çok öfkelendim.,kızgın
arkadaşım bana verdiği sözü yerine getirmezse öfkelenirim.,kızgın
Alışveriş yaptığım marketteki kasiyerin saygısız hareketlerine.,kızgın
İnsanların bilmesini istemediğim şeylerin tanımadığım birisinden duymak.,kızgın
Arkadaşımın kalemimi kırmasına öfkelendim.,kızgın
Verdiğim değerin karşılığını alamamak öfkelendiriyor.,kızgın
Tüm Türkiye de size yapılan küfürler ile inliyor şu an. Şerefsizler. Hain sürüsü,kızgın
"""Sude'nin"" cam kenarına oturması ve bana istediğini yaptırması.",kızgın
Çarpıp özür dilenmemesine öfkelenirim.,kızgın
kardeşim ben televizyon izlerken televizyonu kapatması beni delirtir.,kızgın
Hoşlanmadığım hareketler  yapıldığı zaman.,kızgın
Haksızlıklara dayanamam.,kızgın
Kendimi karşıma alıp konuşmak istiyorum bak gerizekalı bu iş böyle olmaz diye.,kızgın
Bir şey anlatırken karşımdakinin beni dinlememesi.,kızgın
Anneme küfür ettiklerinde.,kızgın
Annemin söz verip tutmadığı zaman.,kızgın
Kardeşime benim için önemli olan bir şey rica ettiğim zaman umursamadı.,kızgın
Eşyalarımın izinsiz alınması.,kızgın
kardeşim yapmasını istediğim bir şeyi yapmayınca kafasını parçalayasım geliyor.,kızgın
120 küsür şehit verdiğimiz halde milli yas ilan edilmeyip barış elçilerinden 95 kişi öldüğünde yas ilan edilmesine öfkeleniyorum.,kızgın
"Haksızlık, çaresizlik ve aşağılanmak sinirlendirir.",kızgın
Haksızlık yapıldığında öfkelenirim.,kızgın
Arkadaşım sırrımı başkalarına söylemişti.,kızgın
İşler kontrolden çıktığında sinirleniyorum.,kızgın
yazdığım yazılar yanlış olunca çok öfkelenirim.,kızgın
gişede sırada beklerken kaynak yapanlara çok sinir oluyorum.,kızgın
İnsanların gerçekleri görememesi öfkelendiriyor.,kızgın
Bana bağırılmasına ve istemediğim şeylerin yapılmasına öfkelenirim.,kızgın
Yüzüme baka baka yalan söylenmesi.,kızgın
İnsanların salak salak konuşup en iyi olduğunu sanması.,kızgın
Uykusuz olduğum zamanlar.,kızgın
Şu an içimden bağırmak geldi yeminle,kızgın
ARIZA HASTA YAKININA İFRİT OLURUM.,kızgın
benden daha hızlı giderek beni sollayan kişinin önüme geçtikten sonra yavaşlaması beni çok kızdırır.,kızgın
Ne yapmam gerektiği söylendiğinde.,kızgın
Bana sürekli aynı şeylerin tekrar tekrar söylenmesine.,kızgın
Klasik sınavlardan nefret ediyorum. Test sanki modern çağın sınavıymış gibi geliyor,kızgın
Yakın arkadaşımın hakkımdaki her şeyi herkese anlattığını öğrendiğimde sinirimden kudurdum.,kızgın
Biri şu uykumu getirsin küfür edeceğim,kızgın
"her şeyi alttan aldığım için insanların bunu istismar etmeleri ve beni aptal yerine koymaları deli eder beni. Akıllı insanlar asla unutmaz, sadece affeder.",kızgın
Yalan söylenmesine öfkelenirim.,kızgın
Yapmadığım bir şey hakkında suçlanmak ve arkamdan konuşulması.,kızgın
Birisiyle kavga ettiğim zaman.,kızgın
Sigarayı bıraktığımdan beri mutfak ve spor algılarım değişti. Sinirleniyorum,kızgın
Arkamdan konuşulması.,kızgın
bazı insanların laubali davranışları benim öfkelenmeme sebep oluyor.,kızgın
Birisi hakkımı yediği zaman öfkelenirim.,kızgın
Üst kattaki komşu geçen akşam çok gürültü yaptığı için uyuyamadığımdan çok öfkelendim.,kızgın
Dondurmayı aldığımda daha yemeden düşmesi. İnsanların gıcıklık yapması. Bilgisayar oyunlarında öldürmem gereken yaratığı öldürememek. Bir yere gitmek için hazırlandıktan sonra kıyafetimin kirlenmesi.,kızgın
bazı arkadaşlarım bunu sürekli yapıyor ve evet gerçekten sinir bozucu bir durum,kızgın
Kalabalık bir ortamda insanların bana çarpması.,kızgın
Sinirlendim ne çok sakat insan var ya,kızgın
bana ahlak dersi vermeye çalıştığında sokaktaki adama çok sinirlendim.,kızgın
İstemediğim bir şey de inat edildiğinde.,kızgın
Ders saati çoktan başlamıştı ve öğretmen arkadaşlarım (rehberlik saatinde ) bir türlü sınıflarına girmemişti; nöbetçi öğretmen olarak en sonunda benim sınıfa girip çıkmışlardı ama arkadaşlarım sınıfa girmemişti.Öfke ile bağırmıştım.,kızgın
Sinirlenince gözlerimin dolmasından nefret ediyorum,kızgın
Yolda yürür iken bir adamın bir köpeğe tekme attığını görmüştüm.,kızgın
Salaklık.,kızgın
Tartıştığım zamanlar.,kızgın
Anlaşılmamak beni öfkelendirir,kızgın
Oyunda takım arkadaşlarımın hata yapması.,kızgın
Verdiğim emirler yapılmadığı ve sorgulandığı zaman sinirleniyorum.,kızgın
Trafikte alakasız bir anda karşı sürücünün sinirli hareketler yapması,kızgın
Kardeşim telefonumu kırdığında.,kızgın
"Bir işe odaklı iken, birisinin yüksek sesle bağırması.",kızgın
Haksız olduklarını bildikleri halde özür dilemeyen insanlara sinirleniyorum.,kızgın
Arkadaşımın bana verdiği sözü tutmaması.,kızgın
Haklı iken haksız konuma düşmek.,kızgın
Sınavlarda yaptığım dikkatsizliklere.,kızgın
Kızlar salak mısınız gidin okuyun mal gibi evleniyorsunuz,kızgın
Kopya çeken insanları gördüğüm zaman.,kızgın
oğlum bana yalan söyleyince öfkelenirim.,kızgın
Hasta olmama sebep olan aileme öfkeliyim.,kızgın
"birilerinin haksızlığı görüp, bildiği halde ses çıkarmamasına öfkelenirim.",kızgın
Bazen beni dinlemiyor ve sözümü kesiyorlar.,kızgın
Bu millet niye bu kadar mal diye bağıracağım şimdi,kızgın
Kocamla kavga ettiğim anlarda öyle öfkeleniyorum ki bazen bu öfke çoğu kez eşyalara zarar vererek geçiyor ne yazık ki duygularımı çok üst sınırda yaşıyorum,kızgın
sorumsuz insanlardan çok sıkıldım.,kızgın
çok yakın bir arkadaşıma biraz kırılsam da sudan bir sebeple gelmediyse bir kereliğine anlayışla karşılarım tekrarlarsa öfkelenirim,kızgın
Et yemek istemediğim halde annem ve babamın ısrarla yememi istemesi.,kızgın
El hareketlerine.,kızgın
Bana kısa cevap vermeyin çok sinir oluyorum ya,kızgın
Arkadaşımın yaptığı şakaya sinirlendim.,kızgın
Bu nasıl bir hadsizlik Tüm filmde resmen sinirden küplere bindim. İslamı da yerden yere vurdu,kızgın
Yakın bir arkadaşımın arkamdan söylediklerini duyduğum zaman.,kızgın
Sözünde durmamaktan nefret ederim.,kızgın
İnsanların hiç bir şey yapmadan sadece konuşması öfkelendiriyor.,kızgın
Birisi bir eşyama zarar verdiği zaman.,kızgın
Aşağılandığımda öfkeleniyorum.,kızgın
Geceleri acıkmaktan ve yavaş yürüyen insanlardan nefret ediyorum,kızgın
Kardeşimin bencilce davranmasına.,kızgın
Geçen hafta ezip 3 attığımız GS ile aramızda 5 puan var delireceğim,kızgın
Kopya çekilmesi.,kızgın
Eğer dışarıdayken telefonumun şarjı biterse kendimi boş hisseder ve kendime öfkelenirim.,kızgın
Yaşama alanımda özgürlüğümü kaybediyor olmamdan hoşlanmıyorum,kızgın
Çoğu zaman öfkelenirim.,kızgın
Annemin 'ders çalış' demesi.,kızgın
Dediğim dedik insanlarla konuştuğum zaman.,kızgın
şu ana kadar aşırı öfkelendiğim bir durum olmadı ama bir insanın maddi durumuna göre yargılanması beni cidden öfkelendirebilir.,kızgın
Masum olmama rağmen suçlandığım zaman öfkelenirim.,kızgın
İki yüzlü ve bir konuda bilgisi olmadığı halde kendisini üstün gören insanlardan.,kızgın
Başkasının hakkı gasp edildiğinde öfkeleniyorum.,kızgın
birisi bana yalan söylerse sinirlenirim.,kızgın
Tahtaya çıkan bir arkadaşımın yanlış yaptığında ona gülünmesi onunla alay edilmesi.,kızgın
Haksız yere suçlandığım zaman.,kızgın
O kadar ders çalışıyorum nereye gidiyor bunlar çok merak ediyorum kafayı yiyeceğim,kızgın
Arkamdan dedikodu yapıldığı zaman.,kızgın
Kendisini üstün gören insanlara.,kızgın
"maça VIP biletimin ""almanca"" sınavı yüzünden yanması",kızgın
Üzerime gelinmesi öfkelendirir.,kızgın
Bana saygısızlık yapılınca.,kızgın
Evi temizledikten sonra kızım kirletince çok kızdım,kızgın
Arkadaşım dediğim kişi bana ait bir şeyi elimden almıştı.,kızgın
Sevimsiz şakalar.,kızgın
Tüpçüden başkan olursa böyle olur Defol git demirören,kızgın
Prenses kişiliğimi bozan kişiler sinirimi bozar.,kızgın
Dost kazığı,kızgın
Kendine gel desem yolu bulamazsın gerizekalı,kızgın
Yemin ederim kan beynimden sıçrıyor o derece sinirliyim..,kızgın
Öyle sinirliyim ki araç sürmeme izin vermiyorlar. Anahtar saklamak nedir?!,kızgın
mesafesini koruyamayan insanlara öfkeleniyorum.,kızgın
Kadınlara şiddet uygulandığını izlediğim haberlerden.,kızgın
Soru sormak için hocaya gittiğimde oyun oynadığını söylediğinde öfkelendim,kızgın
Ezberci eğitim sistemine.,kızgın
İnsanların bencil davranması.,kızgın
Hatalı olduğunu kabullenmeyen insanlar,kızgın
Satır satır orul orul küfürler yazmak istiyorum şu an buraya.,kızgın
Her zaman dinden bahsedip gereklerini yerine getirmeyen kişilere öfkeleniyorum.,kızgın
Arkadaşım halı sahaya geleceğine söz vermesine rağmen gelmeyince çok sinirlendim.,kızgın
İnsanların gereksiz davranışları beni sinirlendirir.,kızgın
Yeni yeni samimi olduğum bir arkadaşım evimize gelip fotoğraf makinemi çalmıştı ve çok öfkelenmiştim.,kızgın
Eleştiri kaldıramayan egoist insanlara öfkelenirim.,kızgın
Kişilere değil kişiliksizliklere öfkeliyim,kızgın
Haklı olduğum halde karşı tarafın ısrarla ukalalık etmesine öfkelenirim.,kızgın
Yalan söylenmesi ve hakaret edilmesi öfkelendirir.,kızgın
Kız arkadaşını döven erkeğe sinirlendim.,kızgın
Başkalarının benim acele davranmamı istemesi.,kızgın
Sözümü kesenlere öfkelenirim,kızgın
Annem üstüme geldiği zaman.,kızgın
"Şu günlerde ülkemizdeki insanların haksızlığa karşı çıkmamaları, her şeyi olduğu gibi kabullenmeleri beni çok öfkelendiriyor.",kızgın
Türkiye'nin ekonomik ve sosyal yönden diğer ülkelerden kötü olmasına öfkeleniyorum.,kızgın
Yakın arkadaşımın yalan söylemesi.,kızgın
Birisi bana yalan söylediğinde.,kızgın
Yürürken ayak serçe parmağımı bir yere çarpınca kendime sinir oluyorum.,kızgın
Ya çok öfkeliyim çok hem de delireceğim of lan of,kızgın
5. faulü aldıktan sonra öfkelendim.,kızgın
Bir saat önce sinirlerimi yumuşatmasi için ilaç içtim. Sinirlerim yumuşadi diye şu an aşırı agresifim...,kızgın
Trafikte insanların birbirine saygısızlık yapmasından nefret ediyorum.,kızgın
Hoca bitir artık şu özeti bitir daha fazla bekleyemiyorum çıldıracağım,kızgın
otobüste birine yer vermek zorunda olmak,kızgın
su içerken arkadaşımın şişemi sıkmasına öfkelenirim,kızgın
Haklı olduğum halde haksız yerine konulmak.,kızgın
Toplu taşıma araçlarında yaşlı ve engellilere yer verilmemesi.,kızgın
Genel olarak her şey beni öfkelendirir.,kızgın
Aldatıldığımı anlayınca öfkelenirim.,kızgın
Aşırı sinirlendim ya bu kadar insanlığınızı kaybetmiş olamazsınız,kızgın
İnsanların hayvanlara kötü davranmalarına kızarım.,kızgın
Kavga durumlarında.,kızgın
Bildiğim halde bilmiyormuşum gibi muamele görmek sinirlendiriyor.,kızgın
Buluşma saatini yanlış anlayan arkadaşım neredesin diye aradığında,kızgın
Arkadaşımın benden izinsiz eşyamı alması.,kızgın
En yakın dostum sırrımı bir başkasına anlatmıştı.,kızgın
derse hiç gelmeyen arkadaşımın benden fazla var yazılması,kızgın
Kardeşimin taklidimi yapmasına.,kızgın
Öğretmenim herkesin performansına 100 verip bana 50 verince öfkelendim.,kızgın
ders notlarımı araklamak için peşimden koşanlar beni deli ediyor,kızgın
Sevmediğim bir kişinin yüzüne bakmak istemem,kızgın
zayıf noktalarımla dalga geçildiğinde öfkelenirim.,kızgın
Yağmurlu havalarda arabaların üzerime çamurlu su atması.,kızgın
Ben ders çalışırken rahatsız edilmek.,kızgın
İnsanların cehaletlerini görememesi.,kızgın
Kardeşim ödevimi yırttığı zaman.,kızgın
Küfürlü konuşan insanlara.,kızgın
Aşırı agresifim ya biri bana selam verse de niye selam veriyosun diye kavga çıkarsam,kızgın
Otobüslerde gereksiz yere bağıran kadınlara.,kızgın
Evlenmeyi düşündüğüm Kızın eski Sevgiliyle barıştığını duydum. ikisini de vuracağım,kızgın
Şu bölümü şurdan itibaren kesseydi kanal keşke vallahi sinir oluyorum daralıyorum,kızgın
İstemediğim bir şeyi yapmak zorunda bırakılmak.,kızgın
Her şey bomboş ve çok saçma bugün çok öfkeliyim..,kızgın
Yakınlarımın gururuma dokunacak sözler söylemesine öfkelenirim.,kızgın
Yemek hane sırasının kalabalıklığı.,kızgın
Bir kaç dakika geç kalmama rağmen geç kaldı yazıldığımda.,kızgın
Yeni boyanmış olan evin duvarını birisi bozduğu zaman öfkelenmiştim.,kızgın
Sözümün dinlenmemesi.,kızgın
Zeki insanlar daha çabuk sinirlenir diye okudum bir yerde ve ne oldu bilmiyorum bir anda küplere bindim.,kızgın
İnsanların selamımı almaması.,kızgın
Sinirleniyorum çünkü şu lanet üniversitede hiçbir karar mantıklı değil.,kızgın
yolda yürürken bana baktıklarında abi senin saçların neden beyaz diye sormaları,kızgın
"""Atatürk'e"" kötü yorumlar yapıldığı zaman.",kızgın
Trafikte şerit ihlali yapan ve yayalara saygısı olmayan sürücülere çok sinirleniyorum,kızgın
Üniversitede yer kavgası yapıldığında.,kızgın
Bir insanın başka birisini küçük görmesi.,kızgın
Haksız yere patrondan kötü laf işitince çok sinirlendim,kızgın
sinirliyim ve bu beni daha da çirkin yapıyor,kızgın
İfade alırken yalan söylenmesi.,kızgın
arkadaşım sinemaya benimle gelmeyince çok öfkelendim.,kızgın
oğlumun sorumluluklarını yerine getirmemesi beni çok sinirlendiriyor,kızgın
Öğretmenin herkesin içinde düşük not aldığımı söylemesi.,kızgın
İnsanların kaba davranışları.,kızgın
arkadaşlarım bana hakaret edince çok öfkelenirim.,kızgın
Yalan söylenmesi.,kızgın
ne olur dışarda tanımadığınız insanlarla senli benli konuşmayın kafayı yiyeceğim böyle ayılıklar görmek istemiyorum artık,kızgın
"İnsanların boylarına ,kilolarına ,dış görünüşüne göre eleştiren insanlardan nefret ederim.",kızgın
Haksızlık yapılan durum karşısında öfkelenirim.,kızgın
Güvenimin boşa çıkması.,kızgın
Haksızlığa uğradığımda öfkelenirim.,kızgın
Kedim halılarıma işediğinde çok kızıyorum.,kızgın
arkadaşım beni ekse  ona karşı öfke duyardım.,kızgın
Arkadaşım beni sert bir şekilde eleştirdiği zaman sinirlendim.,kızgın
Haksız yere suçlandığım zaman.,kızgın
Otobüste ya da toplu taşıma araçlarında gözle ya da sözlü tacize maruz kalınca çok öfkeleniyorum.,kızgın
arkadaşımın beni enayi olarak kullanmaya çalışması beni hiddetlendiriyor.,kızgın
sınav anında arkadaşımın zorla kopya çekmeye beni zorlamasına öfke duyarım,kızgın
Hakkımda yalan söylendiği zaman.,kızgın
insanların dağınık olması beni öfkelendiriyor.,kızgın
"İptal edin tüm ligleri bu nedir ya dün birlik diye bağıran ağızlardan beddualar, küfürler çocuğundan çıksın nedir ya liginiz de batsın",kızgın
Üstüme gelindiği zaman öfkelenirim.,kızgın
Birisinin bana küfürlü konuşması.,kızgın
Nefret ediyorum pazar günü çalışmaktan .,kızgın
El şakası yapılması.,kızgın
Kardeşimin telefonumu kırması.,kızgın
Ben sana değil rakipleri yenemediği için sinirlendim nolur yanlış anlama,kızgın
lafımın dinlenmediği aile ortamından öfke duyuyorum.,kızgın
Alt komşumuzun her sabah kavgalarını dinlemekten bıktım.,kızgın
Bölümdeki öğrencilerin dünyadan bir haber olmaları.,kızgın
İnsanların yardıma ihtiyacı olup yardım edip ben yardım istediğim zaman kimsenin bana yardım etmemesine çok sinir olurum,kızgın
Yüzüme karşı yalan söylenmesi.,kızgın
Yapmacık tavırlı insanları gördüğümde.,kızgın
Şu an çok öfkeliyim sinirimi yatıştıracak şeyler yapmam lazım,kızgın
Durduk yere tavır alınması.,kızgın
kardeşimin odama izinsiz girip dağıtmasından bıktım.,kızgın
Benimle ilgili bir konu görüşülürken bana danışılmamasına kızarım.,kızgın
Sürekli benimle dalda geçildiği zaman öfkeleniyorum.,kızgın
ailemin beni dinlemeyince ve beni anlamayınca çok öfkeleniyorum.,kızgın
cidden bugün o kadar sinirliyim ki alnıma SATAŞMAYIN yazcam,kızgın
Haklı olduğum halde haksız duruma düşmek.,kızgın
Ay birde kokluyorlar sinir oldum içine gir içine tövbe yarabbi,kızgın
bir tartışmada haksızlık yapıldığında öfkelenirim.,kızgın
Haksızlıklara.,kızgın
Yalancı durumuna düştüğüm zaman.,kızgın
Aptal insanların toplumda söz sahibi olmalarına öfkeleniyorum.,kızgın
Sınavda soru çözemediğim zaman öfkelenirim.,kızgın
Parmak uçlarıma kadar sinir doluyum. Kafayı yiyeceğim,kızgın
Başkalarının beni kullanmasına çok öfkelenirim.,kızgın
Hava soğudu kaloriferleri kapattılar bu nasıl yurt ya delireceğim,kızgın
7gb internet aldım aksam 1gb i gitmiş delireceğim ya saçmalık,kızgın
insanların beni yanlış yargılamasına kızarım.,kızgın
Bana haksızlık yapıldığında ve bağırıldığında öfkelenirim.,kızgın
Adaletsizlik.,kızgın
Yapmadığım bir şey ile suçlanmak.,kızgın
Haksızlık yapılması.,kızgın
Sokakta insanların çocuklarına bağırıp vurmasına çok kızıyorum.,kızgın
otobüste hırsızlığa uğradım ve kesinlikle intikam almak istiyorum ve polise vereceğim,kızgın
kardeşim odamı dağıtınca çok öfkelendim.,kızgın
İnsanlara yapılan haksızlıklar ve insanların fiziksel özellikleri ile dalga geçilmesi.,kızgın
Birisiyle ya da benimle dalga geçildiği zaman.,kızgın
Sokak ortasında bir çocuk küfürler eşliğinde zorla paramı almak istediğinde çok öfkelendim.,kızgın
insanların amaçları için yaptığı yüzsüzlükler beni gerçekten sinirlendiriyor.,kızgın
Çalıştığım ortamda arkamdan dedikodu yaptıklarını öğrendiğimde çok öfkelendim.,kızgın
Adımın eksik ya da yanlış söylenmesinde.,kızgın
Kardeşimle kavga ederken.,kızgın
Müezzinden 1 saat önce uyandığım şu hayata kırgın ve kızgınım,kızgın
Genel olarak her şeye öfkelenirim.,kızgın
Kırtasiyecinin proje ödevimi çıkartmamasına öfkelendim.,kızgın
müdüre çok öfkeliyim.,kızgın
İnsanların yapmacık davranmasına öfkeleniyorum.,kızgın
Annemin akşam yemeği için bamya yapmasına.,kızgın
